,repo,last_commit_date,added_database_date,added_zenodo_date,published_date,doi,added_database_week
1021,https://github.com/uwssg/APS,2014-11-03,2022-07-17,,2022-07-17,http://adsabs.harvard.edu/abs/2012arXiv1205.2708D,2022-07-11
1022,https://github.com/lilyminium/psiresp,2023-05-26,2022-05-07,,2022-05-07,https://doi.org/10.5281/zenodo.6501898,2022-05-02
1023,https://github.com/KarrLab/de_sim,2020-12-17,2020-09-26,,2020-09-26,,2020-09-21
1024,https://github.com/mdsteiner/EFAtools,2023-01-08,2020-09-19,2020-09-16,2020-09-16,https://doi.org/10.5281/zenodo.4032509,2020-09-14
1025,https://github.com/moscibrodzka/ipole,2021-05-06,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2007CQGra..24S.259N,2022-07-11
1026,https://github.com/astrorama/SourceXtractorPlusPlus,2023-10-11,2023-01-07,,2023-01-07,https://ui.adsabs.harvard.edu/abs/2020ASPC..527...29K,2023-01-02
1027,https://github.com/PacificBiosciences/bam2fastx,2023-03-14,2022-07-18,,2022-07-18,,2022-07-18
1028,https://github.com/mtholder/ncl,2023-10-19,2022-07-20,,2022-07-20,https://academic.oup.com/bioinformatics/article/19/17/2330/206304/NCL-a-C-class-library-for-interpreting-data-files,2022-07-18
1029,https://github.com/laristra/flecsph,2020-09-10,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2020SoftX..1200602L,2022-07-11
1030,https://github.com/Jinsl-lab/SDImpute,2021-06-04,2021-10-16,,2021-10-16,10.1371/JOURNAL.PCBI.1009118,2021-10-11
1031,https://github.com/puregome/notebooks,2023-03-20,2020-12-19,2020-12-17,2020-12-17,10.5281/zenodo.4337242,2020-12-14
1032,https://github.com/christopher-vollmers/C3POa,2023-07-26,2022-07-18,,2022-07-18,,2022-07-18
1033,https://github.com/mrirecon/view,2023-09-20,2022-07-20,,2022-07-20,,2022-07-18
1034,https://github.com/mrirecon/bart,2023-10-19,2022-07-20,,2022-07-20,https://dx.doi.org/10.5281/zenodo.592960,2022-07-18
1035,https://github.com/snakemake/snakemake,2023-10-18,2020-06-09,,2020-06-09,,2020-06-08
1036,https://github.com/loneknightpy/idba,2016-12-30,2022-07-20,,2022-07-20,http://bioinformatics.oxfordjournals.org/content/28/11/1420.full,2022-07-18
1037,https://github.com/GabrielNakamura/FishPhyloMaker,2023-02-17,2021-09-19,,2021-09-19,10.1101/2021.05.07.442752,2021-09-13
1038,https://github.com/CosmoTool/ECLIPSE,2022-05-19,2023-07-02,,2023-07-02,https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.4836M,2023-06-26
1039,https://github.com/KVSlab/turtleFSI,2023-10-13,2020-06-20,,2020-06-20,,2020-06-15
1040,https://github.com/KVSlab/VaMPy,2023-09-27,2023-05-20,,2023-05-20,https://doi.org/10.5281/zenodo.7950605,2023-05-15
1041,https://github.com/MolecularAI/DockStreamCommunity,2023-03-16,2022-05-14,,2022-05-14,10.1186/S13321-021-00563-7,2022-05-09
1042,https://github.com/rfeldmann/leopy,2020-05-27,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2019A%26C....2900331F,2022-07-11
1043,https://github.com/agurvich/FIRE_studio,2022-09-11,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...36M,2022-07-11
1044,https://github.com/jendelel/PrankWebApp,2023-01-09,2020-10-31,,2020-10-31,10.1093/NAR/GKZ424,2020-10-26
1045,https://github.com/nsoranzo/sspace_basic,2019-01-16,2022-07-20,,2022-07-20,http://bioinformatics.oxfordjournals.org/content/27/4/578,2022-07-18
1046,https://github.com/hombit/freddi,2022-06-14,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2017MNRAS.468.4735L,2022-07-11
1047,https://github.com/circuitgraph/circuitgraph,2023-05-23,2020-12-05,2020-12-03,2020-12-03,https://doi.org/10.5281/zenodo.4302741,2020-11-30
1048,https://github.com/auckland-cosmo/defrost-mpi,2018-08-17,2022-07-17,,2022-07-17,http://adsabs.harvard.edu/abs/2010JCAP...12..001A,2022-07-11
1049,https://github.com/auckland-cosmo/PyUltraLight,2022-01-31,2022-07-17,,2022-07-17,http://adsabs.harvard.edu/abs/2018JCAP...10..027E,2022-07-11
1050,https://github.com/auckland-cosmo/interp-mc,2018-08-17,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2011JCAP...05..016B,2022-07-11
1051,https://github.com/firefly-cpp/NiaARM,2023-10-20,2022-10-01,2022-09-29,2022-09-29,https://doi.org/10.5281/zenodo.7123879,2022-09-26
1052,https://github.com/iquasere/UPIMAPI,2023-09-27,2022-07-18,,2022-07-18,,2022-07-18
1053,https://github.com/sklasfeld/DANPOS3,2023-03-29,2022-07-18,,2022-07-18,,2022-07-18
1054,https://github.com/sagepublishing/rejected_article_tracker_pkg,2022-04-19,2021-08-08,2021-08-03,2021-08-03,https://doi.org/10.5281/zenodo.5155973,2021-08-02
1055,https://github.com/carlodev/SyntheticEddyMethod.jl,2023-10-18,2023-07-22,2023-07-20,2023-07-20,https://doi.org/10.5281/zenodo.8167205,2023-07-17
1056,https://github.com/sxs-collaboration/spectre,2023-10-19,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2017JCoPh.335...84K,2022-07-11
1057,https://github.com/sxs-collaboration/gwsurrogate,2023-08-31,2023-07-02,,2023-07-02,https://ui.adsabs.harvard.edu/abs/2014PhRvX...4c1006F,2023-06-26
1058,https://github.com/ckm3/Py-PDM,2021-05-28,2022-07-17,,2022-07-17,[],2022-07-11
1059,https://github.com/babinyurii/recan,2023-08-24,2022-07-20,,2022-07-20,,2022-07-18
1060,https://github.com/PNNL-m-q/mza,2023-06-20,2023-02-04,,2023-02-04,10.1021/ACS.JPROTEOME.2C00313,2023-01-30
1061,https://github.com/thomasorb/orbs,2022-09-30,2022-07-17,,2022-07-17,http://adsabs.harvard.edu/abs/2016MNRAS.463.4223M,2022-07-11
1062,https://github.com/thomasorb/orcs,2023-05-05,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2018MNRAS.473.4130M,2022-07-11
1063,https://github.com/pangenome/smoothxg,2023-09-25,2022-11-19,,2022-11-19,,2022-11-14
1064,https://github.com/vidakris/flatwrm,2023-08-31,2023-08-12,,2023-08-12,[],2023-08-07
1065,https://github.com/WelbornGroup/ELECTRIC,2023-10-20,2020-10-31,2020-10-21,2020-10-21,https://doi.org/10.5281/zenodo.4116258,2020-10-26
1066,https://github.com/mtakahiro/gsf,2023-08-24,2022-12-03,,2022-12-03,https://ui.adsabs.harvard.edu/abs/2019ApJ...877..141M,2022-11-28
1067,https://github.com/gnudatalanguage/gdl,2023-10-19,2022-12-24,2022-11-03,2022-11-03,https://doi.org/10.5281/zenodo.7275468,2022-12-19
1068,https://github.com/abrupt-climate/hyper-canny,2018-03-26,2020-07-04,,2020-07-04,10.5281/zenodo.1051130,2020-06-29
1069,https://github.com/nickhand/pyRSD,2019-02-10,2022-07-17,,2022-07-17,http://adsabs.harvard.edu/abs/2017JCAP...10..009H,2022-07-11
1070,https://github.com/GooglingTheCancerGenome/sv-channels,2023-01-18,2022-07-23,,2022-07-23,10.5281/zenodo.4584796,2022-07-18
1071,https://github.com/GooglingTheCancerGenome/sv-gen,2023-01-18,2020-07-04,,2020-07-04,10.5281/zenodo.3725663,2020-06-29
1072,https://github.com/GooglingTheCancerGenome/sv-callers,2022-12-02,2020-07-04,,2020-07-04,10.5281/zenodo.1217111,2020-06-29
1073,https://github.com/TheJacksonLaboratory/SvAnna,2023-04-12,2022-07-16,,2022-07-16,10.1186/S13073-022-01046-6,2022-07-11
1074,https://github.com/BjoernBiltzinger/pyspi,2023-05-16,2022-04-02,2022-03-22,2022-03-22,https://doi.org/10.5281/zenodo.6376003,2022-03-28
1075,https://github.com/leishenggit/CircleBase,2021-10-19,2022-04-16,,2022-04-16,10.1093/NAR/GKAB1104,2022-04-11
1076,https://github.com/sheinasim/HiFiAdapterFilt,2022-07-14,2023-05-06,,2023-05-06,10.1186/s12864-022-08375-1,2023-05-01
1077,https://github.com/esandford/EightBitTransit,2023-08-02,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2019AJ....157...42S,2022-07-11
1078,https://github.com/auctus-team/pycapacity,2023-09-12,2023-09-16,2023-09-11,2023-09-11,https://doi.org/10.5281/zenodo.8333929,2023-09-11
1079,https://github.com/nexml/nexml.java,2022-06-22,2022-07-20,,2022-07-20,https://academic.oup.com/sysbio/article/61/6/1061/1666897,2022-07-18
1080,https://github.com/morphometry/papaya2,2021-04-19,2020-10-17,,2020-10-17,https://doi.org/10.5281/zenodo.4071543,2020-10-12
1081,https://github.com/3D-e-Chem/sygma,2018-03-19,2020-07-04,,2020-07-04,10.5281/zenodo.1043306,2020-06-29
1082,https://github.com/3D-e-Chem/knime-silicos-it,2020-03-26,2020-07-04,,2020-07-04,10.5281/zenodo.597793,2020-06-29
1083,https://github.com/3D-e-Chem/knime-kripodb,2021-02-12,2020-07-04,,2020-07-04,10.5281/zenodo.597262,2020-06-29
1084,https://github.com/3D-e-Chem/knime-pharmacophore,2019-09-25,2020-07-04,,2020-07-04,10.5281/zenodo.997332,2020-06-29
1085,https://github.com/3D-e-Chem/3D-e-Chem-VM,2018-09-27,2020-07-04,,2020-07-04,10.5281/zenodo.594559,2020-06-29
1086,https://github.com/3D-e-Chem/knime-python-wrapper,2021-02-12,2020-07-04,,2020-07-04,10.5281/zenodo.597238,2020-06-29
1087,https://github.com/3D-e-Chem/knime-sygma,2021-02-12,2020-07-04,,2020-07-04,10.5281/zenodo.1033752,2020-06-29
1088,https://github.com/3D-e-Chem/kripodb,2021-01-20,2020-07-04,,2020-07-04,10.5281/zenodo.597178,2020-06-29
1089,https://github.com/3D-e-Chem/knime-python-node-archetype,2019-07-03,2020-07-04,,2020-07-04,10.5281/zenodo.597226,2020-06-29
1090,https://github.com/3D-e-Chem/knime-klifs,2019-07-02,2020-07-04,,2020-07-04,10.5281/zenodo.595324,2020-06-29
1091,https://github.com/3D-e-Chem/knime-plants,2019-06-27,2020-07-04,,2020-07-04,10.5281/zenodo.997272,2020-06-29
1092,https://github.com/3D-e-Chem/knime-molviewer,2019-11-07,2020-07-04,,2020-07-04,10.5281/zenodo.597231,2020-06-29
1093,https://github.com/3D-e-Chem/knime-sstea,2019-06-26,2020-07-04,,2020-07-04,10.5281/zenodo.597241,2020-06-29
1094,https://github.com/3D-e-Chem/knime-testflow,2019-06-24,2020-07-04,2016-06-17,2016-06-17,10.5281/zenodo.55805,2020-06-29
1095,https://github.com/3D-e-Chem/tycho-knime-node-archetype,2021-04-01,2020-07-04,,2020-07-04,10.5281/zenodo.597989,2020-06-29
1096,https://github.com/3D-e-Chem/knime-gpcrdb,2020-04-06,2020-07-04,,2020-07-04,10.5281/zenodo.597174,2020-06-29
1097,https://github.com/kevin218/Eureka,2023-09-20,2022-11-05,2022-11-03,2022-11-03,https://doi.org/10.5281/zenodo.7278300,2022-10-31
1098,https://github.com/myrafproject/myrafproject,2022-02-09,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1625K,2022-07-11
1099,https://github.com/skendrew/midIR_sensitivity,2011-02-01,2022-07-17,,2022-07-17,http://adsabs.harvard.edu/abs/2010SPIE.7735E.179K,2022-07-11
1100,https://github.com/skendrew/milkywayproject_triggering,2013-08-26,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2012ApJ...755...71K,2022-07-11
1101,https://github.com/JuliaOcean/AIBECS.jl,2022-10-28,2022-01-08,2021-12-17,2021-12-17,https://doi.org/10.5281/zenodo.5787531,2022-01-03
1102,https://github.com/JuliaOcean/PlanktonIndividuals.jl,2023-08-24,2022-05-07,2022-04-30,2022-04-30,https://doi.org/10.5281/zenodo.6507001,2022-05-02
1103,https://github.com/moble/GWFrames,2022-11-01,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2013PhRvD..87j4006B,2022-07-11
1104,https://github.com/moble/scri,2023-09-21,2023-04-01,,2023-04-01,https://ui.adsabs.harvard.edu/abs/2016PhRvD..93h4031B,2023-03-27
1105,https://github.com/standage/AEGeAn,2018-02-28,2022-07-20,,2022-07-20,http://www.biomedcentral.com/1471-2105/13/187,2022-07-18
1106,https://github.com/webbjj/clustertools,2023-05-18,2023-05-20,2023-05-16,2023-05-16,https://doi.org/10.5281/zenodo.7941851,2023-05-15
1107,https://github.com/webbjj/m2mcluster,2023-05-09,2023-01-07,,2023-01-07,https://ui.adsabs.harvard.edu/abs/2022arXiv221206847W,2023-01-02
1108,https://github.com/CajoterBraak/demc2,2019-12-11,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2017A%26A...602A.107B,2022-07-11
1109,https://github.com/esoPanda/FTbg,2017-11-09,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2015MNRAS.450.4043W,2022-07-11
1110,https://github.com/open2c/cooler,2023-10-19,2022-07-18,,2022-07-18,,2022-07-18
1111,https://github.com/mikessh/vdjtools,2023-06-16,2022-07-20,,2022-07-20,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1004503,2022-07-18
1112,https://github.com/mikessh/oncofuse,2016-02-13,2022-07-18,,2022-07-18,,2022-07-18
1113,https://github.com/nkallima/sim-universal-construction,2023-03-02,2021-09-04,2021-08-31,2021-08-31,https://doi.org/10.5281/zenodo.5347958,2021-08-30
1114,https://github.com/andycasey/sick,2016-01-19,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2016ApJS..223....8C,2022-07-11
1115,https://github.com/ixkael/QuickSip,2017-08-03,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2016ApJS..226...24L,2022-07-11
1116,https://github.com/ixkael/Delight,2022-06-15,2023-07-02,,2023-07-02,https://ui.adsabs.harvard.edu/abs/2017ApJ...838....5L,2023-06-26
1117,https://github.com/ixkael/3DEX,2011-11-16,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2012A%26A...540A..60L,2022-07-11
1118,https://github.com/vishwas1984/LaplaceInterpolation.jl,2022-02-04,2022-02-05,2022-02-01,2022-02-01,https://doi.org/10.5281/zenodo.5942603,2022-01-31
1119,https://github.com/Oftatkofta/cellocity,2023-08-13,2021-01-31,2021-01-28,2021-01-28,https://doi.org/10.5281/zenodo.4475442,2021-01-25
1120,https://github.com/debbiemarkslab/plmc,2023-01-20,2022-07-18,,2022-07-18,,2022-07-18
1121,https://github.com/lime-rt/lime,2018-08-03,2022-07-17,,2022-07-17,http://adsabs.harvard.edu/abs/2010A%26A...523A..25B,2022-07-11
1122,https://github.com/RichardObi/medigan,2023-10-05,2023-08-12,,2023-08-12,10.1117/1.JMI.10.6.061403,2023-08-07
1123,https://github.com/SwiftVISA/SwiftVISASwift,2023-03-29,2023-04-01,2023-03-24,2023-03-24,https://doi.org/10.5281/zenodo.7767610,2023-03-27
1124,https://github.com/wanpinglee/MOSAIK,2014-06-27,2022-07-20,,2022-07-20,,2022-07-18
1125,https://github.com/ucam-department-of-psychiatry/camcops,2023-10-17,2022-06-04,,2022-06-04,10.3389/FPSYT.2021.578298,2022-05-30
1126,https://github.com/pjedge/longshot,2022-05-20,2022-07-18,,2022-07-18,,2022-07-18
1127,https://github.com/pratheesh3780/grapesAgri1,2021-08-14,2021-07-25,2021-07-15,2021-07-15,https://doi.org/10.5281/zenodo.5106216,2021-07-19
1128,https://github.com/leirufeng/iEnhancer-DCSV,2022-11-25,2023-08-26,,2023-08-26,10.3389/FGENE.2023.1132018,2023-08-21
1129,https://github.com/BogdanCiambur/PROFILER,2018-01-31,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2016PASA...33...62C,2022-07-11
1130,https://github.com/mrtommyb/ktransit,2018-04-23,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/#abs/2016AJ....152..185G,2022-07-11
1131,https://github.com/klevis-a/kinematics-vis,2021-12-21,2022-01-01,2021-12-14,2021-12-14,https://doi.org/10.5281/zenodo.5781772,2021-12-27
1132,https://github.com/vsbuffalo/scythe,2014-10-17,2022-07-20,,2022-07-20,,2022-07-18
1133,https://github.com/radio-astro-tools/pvextractor,2023-09-28,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.1363L,2022-07-11
1134,https://github.com/radio-astro-tools/spectral-cube,2023-10-17,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3537M,2022-07-11
1135,https://github.com/radio-astro-tools/uvcombine,2022-05-24,2022-09-03,,2022-09-03,https://ui.adsabs.harvard.edu/abs/2018ApJ...853..171G,2022-08-29
1136,https://github.com/loosolab/TOBIAS,2023-08-17,2022-07-18,,2022-07-18,,2022-07-18
1137,https://github.com/openmsi/openmsistream,2023-09-21,2023-03-11,2023-03-09,2023-03-09,https://doi.org/10.5281/zenodo.7713196,2023-03-06
1138,https://github.com/bblodfon/emba,2023-04-26,2020-09-26,2020-09-22,2020-09-22,https://doi.org/10.5281/zenodo.4043085,2020-09-21
1139,https://github.com/ethicsai/ethical-smart-grid,2023-10-10,2023-08-26,2023-08-11,2023-08-11,https://doi.org/10.5281/zenodo.8239411,2023-08-21
1140,https://github.com/BackofenLab/IntaRNA,2023-04-28,2022-07-18,,2022-07-18,,2022-07-18
1141,https://github.com/BackofenLab/StoatyDive,2022-06-21,2020-12-26,,2020-12-26,10.1101/799114,2020-12-21
1142,https://github.com/BackofenLab/Peakhood,2022-01-17,2022-07-18,,2022-07-18,,2022-07-18
1143,https://github.com/li-shaochuan/SEDIM,2021-07-20,2022-01-29,,2022-01-29,10.1093/BIB/BBAB368,2022-01-24
1144,https://github.com/SAIL-Labs/AMICAL,2023-10-03,2023-02-18,,2023-02-18,https://ui.adsabs.harvard.edu/abs/2022ApJ...931....3B,2023-02-13
1145,https://github.com/PENTACLE-Team/PENTACLE,2017-10-28,2022-07-17,,2022-07-17,http://adsabs.harvard.edu/abs/2017PASJ...69...81I,2022-07-11
1146,https://github.com/LiShuTJ/NDNet,2023-01-17,2023-02-04,,2023-02-04,10.1109/TNNLS.2022.3221745,2023-01-30
1147,https://github.com/aymgal/COOLEST,2023-10-16,2023-08-12,2023-08-02,2023-08-02,https://doi.org/10.5281/zenodo.8207512,2023-08-07
1148,https://github.com/gianthk/ciclope,2023-07-30,2023-04-08,2023-03-10,2023-03-10,https://doi.org/10.5281/zenodo.7716943,2023-04-03
1149,https://github.com/genomehubs/goat-cli,2022-11-25,2023-08-26,,2023-08-26,10.12688/WELLCOMEOPENRES.18658.1,2023-08-21
1150,https://github.com/ucl-exoplanets/pylightcurve,2023-06-12,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2016ApJ...832..202T,2022-07-11
1151,https://github.com/ucl-exoplanets/TauREx3_public,2023-07-14,2022-10-01,,2022-10-01,https://ui.adsabs.harvard.edu/abs/2022MNRAS.515.1982D,2022-09-26
1152,https://github.com/ucl-exoplanets/ExoTETHyS,2023-07-05,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2020MNRAS.491..378S,2022-07-11
1153,https://github.com/ucl-exoplanets/ExoGAN_public,2019-01-17,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/#abs/2018AJ....156..268Z,2022-07-11
1154,https://github.com/mwhosek/extlaw_H18,2017-12-15,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2018ApJ...855...13H,2022-07-11
1155,https://github.com/fzagaria/COpops,2023-04-04,2023-07-02,,2023-07-02,https://ui.adsabs.harvard.edu/abs/2023A&A...672L..15Z,2023-06-26
1156,https://github.com/GeneDx/scramble,2021-04-19,2022-07-18,,2022-07-18,,2022-07-18
1157,https://github.com/MichaelSel/edoJS,2023-03-29,2021-11-20,2021-11-16,2021-11-16,https://doi.org/10.5281/zenodo.5705161,2021-11-15
1158,https://github.com/drcandacemakedamoore/cleanX,2022-11-10,2022-05-14,2021-04-28,2021-04-28,10.5281/zenodo.4725904,2022-05-09
1159,https://github.com/BioSTEAMDevelopmentGroup/thermosteam,2023-10-16,2020-12-05,2020-11-28,2020-11-28,https://doi.org/10.5281/zenodo.4294315,2020-11-30
1160,https://github.com/Yash-10/beta-sgp,2023-07-02,2023-04-22,,2023-04-22,[],2023-04-17
1161,https://github.com/Yash-10/Periodogram-Comparison-Optimize-Planet-Detection,2023-10-11,2023-09-09,,2023-09-09,[],2023-09-04
1162,https://github.com/ivadomed/ivadomed,2023-02-13,2021-02-20,2021-02-10,2021-02-10,https://doi.org/10.5281/zenodo.4527802,2021-02-15
1163,https://github.com/Hegghammer/daiR,2023-09-26,2022-01-01,2021-12-19,2021-12-19,https://doi.org/10.5281/zenodo.5792037,2021-12-27
1164,https://github.com/freebayes/freebayes,2023-02-13,2022-07-18,,2022-07-18,,2022-07-18
1165,https://github.com/flosalbizziae/kataegis,2021-03-25,2021-11-13,,2021-11-13,10.1186/S12864-021-07696-X,2021-11-08
1166,https://github.com/optimusmoose/jsms,2020-10-01,2021-01-16,,2021-01-16,10.1101/2019.12.27.889253,2021-01-11
1167,https://github.com/pierfied/karmma,2021-06-01,2022-10-01,,2022-10-01,https://ui.adsabs.harvard.edu/abs/2022MNRAS.512...73F,2022-09-26
1168,https://github.com/aspuru-guzik-group/funsies,2021-10-02,2021-10-02,2021-09-18,2021-09-18,https://doi.org/10.5281/zenodo.5528107,2021-09-27
1169,https://github.com/sdrastro/NWelch,2023-02-07,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2022arXiv220113342D,2022-07-11
1170,https://github.com/legacysurvey/unwise_psf,2021-09-05,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/#abs/2019arXiv190103337S,2022-07-11
1171,https://github.com/fair-software/howfairis,2022-09-01,2020-09-19,,2020-09-19,10.5281/zenodo.4017908,2020-09-14
1172,https://github.com/fair-software/fairtally,2021-03-16,2021-02-27,,2021-02-27,,2021-02-22
1173,https://github.com/ronshnapp/MyPTV,2023-10-20,2022-07-30,2022-07-16,2022-07-16,https://doi.org/10.5281/zenodo.6846969,2022-07-25
1174,https://github.com/max0x7ba/atomic_queue,2023-10-13,2022-07-20,,2022-07-20,,2022-07-18
1175,https://github.com/davidaknowles/leafcutter,2023-08-23,2023-07-02,,2023-07-02,,2023-06-26
1176,https://github.com/Jacks0nJ/PyFPT,2023-01-14,2023-01-14,2022-12-14,2022-12-14,https://doi.org/10.5281/zenodo.7436767,2023-01-09
1177,https://github.com/galtay/urchin,2020-09-04,2022-07-17,,2022-07-17,https://adsabs.harvard.edu/abs/2013MNRAS.434..748A,2022-07-11
1178,https://github.com/galtay/sphray,2012-11-30,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2008MNRAS.386.1931A,2022-07-11
1179,https://github.com/mariakotouza/TRIP-Tool,2021-02-22,2020-11-21,,2020-11-21,10.1186/s12859-020-03669-1,2020-11-16
1180,https://github.com/GalSim-developers/GalSim,2023-10-20,2022-07-17,,2022-07-17,http://adsabs.harvard.edu/abs/2014ApJS..212....5M,2022-07-11
1181,https://github.com/DMGW-Goethe/imripy,2023-08-31,2023-07-15,,2023-07-15,https://ui.adsabs.harvard.edu/abs/2023PhRvD.107h3003B,2023-07-10
1182,https://github.com/rabrahm/ceres,2023-07-17,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2017PASP..129c4002B,2022-07-11
1183,https://github.com/rabrahm/zaspe,2022-06-21,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467..971B,2022-07-11
1184,https://github.com/lorenzo-rovigatti/oxDNA,2023-10-20,2023-01-21,,2023-01-21,https://doi.org/10.5281/zenodo.7556035,2023-01-16
1185,https://github.com/oruhnau/when2heat,2023-08-04,2021-01-16,,2021-01-16,10.1038/S41597-019-0199-Y,2021-01-11
1186,https://github.com/JungleComputing/rocket,2020-06-05,2021-06-05,2020-06-05,2020-06-05,10.5281/zenodo.3878159,2021-05-31
1187,https://github.com/AFD-Illinois/grim,2022-01-12,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2016MNRAS.456.1332F,2022-07-11
1188,https://github.com/Sydney-Informatics-Hub/OmixLitMiner,2020-02-02,2021-03-13,,2021-03-13,10.3390/IJMS21041374,2021-03-08
1189,https://github.com/Sydney-Informatics-Hub/geodata-harvester,2023-09-17,2023-09-16,2023-09-13,2023-09-13,https://doi.org/10.5281/zenodo.8339817,2023-09-11
1190,https://github.com/ratt-ru/PyMORESANE,2017-12-12,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2015A%26A...576A...7D,2022-07-11
1191,https://github.com/ratt-ru/breizorro,2023-06-15,2023-06-03,,2023-06-03,https://ui.adsabs.harvard.edu/abs/2021Galax...9...99A,2023-05-29
1192,https://github.com/ratt-ru/eidos,2021-11-30,2023-06-03,,2023-06-03,https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.4410T,2023-05-29
1193,https://github.com/ratt-ru/QuartiCal,2023-06-20,2023-06-03,,2023-06-03,https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.4410T,2023-05-29
1194,https://github.com/ratt-ru/Stimela-classic,2023-08-15,2023-06-03,,2023-06-03,https://ui.adsabs.harvard.edu/abs/2022ApJ...939...26Y,2023-05-29
1195,https://github.com/ratt-ru/montblanc,2022-09-27,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2015A%26C....12...73P,2022-07-11
1196,https://github.com/ratt-ru/Stimela,2023-08-15,2023-06-03,,2023-06-03,https://ui.adsabs.harvard.edu/abs/2022ApJ...939...26Y,2023-05-29
1197,https://github.com/ratt-ru/rodrigues,2018-03-29,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2015JInst..10C8013G,2022-07-11
1198,https://github.com/ratt-ru/CubiCal,2023-06-12,2022-07-17,,2022-07-17,http://adsabs.harvard.edu/abs/2018MNRAS.tmp.1165K,2022-07-11
1199,https://github.com/sourmash-bio/sourmash,2023-10-18,2022-07-18,,2022-07-18,,2022-07-18
1200,https://github.com/neuroneural/brainchop,2023-08-24,2023-04-01,2023-03-22,2023-03-22,https://doi.org/10.5281/zenodo.7735848,2023-03-27
1201,https://github.com/fjprichard/PyAFBF,2022-12-02,2022-07-23,2022-07-19,2022-07-19,https://doi.org/10.5281/zenodo.6860333,2022-07-18
1202,https://github.com/soraxas/sbp-env,2023-05-10,2021-10-16,2021-10-15,2021-10-15,https://doi.org/10.5281/zenodo.5572325,2021-10-11
1203,https://github.com/bsafdi/stellarWakes,2017-11-21,2022-07-17,,2022-07-17,http://adsabs.harvard.edu/abs/2018PhRvL.120u1101B,2022-07-11
1204,https://github.com/geodynamics/burnman,2023-07-12,2023-07-15,2023-07-01,2023-07-01,https://doi.org/10.5281/zenodo.8104293,2023-07-10
1205,https://github.com/szpiech/selscan,2021-10-25,2022-07-18,,2022-07-18,,2022-07-18
1206,https://github.com/e-koch/FilFinder,2022-09-16,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2015MNRAS.452.3435K,2022-07-11
1207,https://github.com/remi-adam/minot,2023-10-06,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2020A%26A...644A..70A,2022-07-11
1208,https://github.com/UBC-Astrophysics/kd-match,2018-04-05,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2013MNRAS.433..935H,2022-07-11
1209,https://github.com/citiususc/BigSeqKit,2023-08-06,2023-05-27,,2023-05-27,,2023-05-22
